date,weight,weighted conviction,weighted sentiment,normalized weighted conviction,normalized weighted sentiment,conviction avg,conviction std,weighted conviction avg,weighted conviction std,weighted sentiment avg,weighted sentiment std
1/23/2022,693,420.17533987,461,0.6063136217460318,0.6652236652236653,0.7392567175757576,0.32605371494550683,12.732586056666667,25.383109436469255,13.969696969696969,27.436842074668558
1/24/2021,1705,1326.0783979799999,1624,0.7777585911906157,0.9524926686217009,0.6680057036666667,0.3878357914403049,44.20261326599999,82.48649299878625,54.13333333333333,101.62430246045831
1/24/2022,959,831.71229305,949,0.8672703785714285,0.9895724713242962,0.7480631313333334,0.2698936448364102,27.723743101666667,81.09191613189716,31.633333333333333,89.60583545242149
1/25/2021,1484,1286.8964384,1475,0.8671808884097035,0.9939353099730458,0.8075752556666667,0.18185357053736678,42.89654794666667,103.94444116778654,49.166666666666664,115.93877199010998
1/25/2022,1007,757.3608346,985,0.752096161469712,0.9781529294935452,0.6723536140740741,0.3406711414059986,28.05040128148148,59.46506467370027,36.48148148148148,78.97924282823176
1/26/2021,2245,1964.98597847,2216,0.875272150766147,0.9870824053452116,0.7550902841304348,0.33300538213390507,42.71708648847826,119.42871943400623,48.17391304347826,133.8497174442419
1/26/2022,16,10.69061194,13,0.66816324625,0.8125,0.651690752,0.39418637258031197,2.138122388,1.3884588185099755,2.6,1.51657508881031
1/27/2021,83,43.116735389999995,55,0.5194787396385542,0.6626506024096386,0.6353501942857143,0.5043020816244667,3.0797668135714282,4.51982271493768,3.9285714285714284,5.7440843913112465
1/28/2021,2652,1655.31923037,1968,0.6241776886764706,0.7420814479638009,0.6405292819999999,0.3411483485122649,55.177307679,149.3239670202834,65.6,167.17791472683766
1/28/2022,3230,2672.65029541,3088,0.8274459118916409,0.9560371517027864,0.7405014639999999,0.31017261864953566,89.08834318033334,247.6036776185902,102.93333333333334,268.221464508321
1/29/2021,8064,5124.46442674,5820,0.6354742592683532,0.7217261904761905,0.6923484675609756,0.4515112967804163,62.49346861878049,261.7609237809557,70.97560975609755,285.66543392316913
1/29/2022,924,602.7749823,921,0.652353876948052,0.9967532467532467,0.766591439,0.20349427103061313,30.138749115000003,84.77689449918284,46.05,141.05037360722176
1/3/2021,7291,5740.07312473,7050,0.7872820086037581,0.9669455493073652,0.6285989070967741,0.47967988169010306,185.1636491848387,579.7429896566972,227.41935483870967,709.8500205063766
1/3/2022,1651,1402.14306211,1620,0.8492689655420957,0.9812235009085403,0.7289957659259259,0.3495484712864203,51.93122452259259,134.06339060059975,60.0,151.8146643367903
1/3/2023,624,489.60362432,622,0.7846211928205128,0.9967948717948718,0.77021673875,0.4067348858500993,30.60022652,50.833914220625964,38.875,74.00439176157047
1/30/2020,1410,1268.77373442,1408,0.8998395279574468,0.9985815602836879,0.8364478474074074,0.1836018787973836,46.991619793333335,153.95132596969515,52.148148148148145,163.14073766199624
1/30/2021,3869,2413.72737372,2938,0.6238633687567846,0.7593693460842595,0.696491272264151,0.3790923706621138,45.54202591924528,163.986417268505,55.43396226415094,212.05319628610263
1/30/2022,38,25.15940257,31,0.6620895413157895,0.8157894736842105,0.687256003,0.2837270987206769,2.515940257,2.081921420806643,3.1,2.183269719175042
1/31/2020,4,3.5736027999999997,4,0.8934006999999999,1.0,0.8934006999999999,0.08354175291725209,1.7868013999999999,0.16708350583450418,2.0,0.0
1/31/2021,4742,3790.56012947,4647,0.7993589475896247,0.9799662589624631,0.698415848989899,0.3573480750162696,38.28848615626263,137.1519306288657,46.93939393939394,173.0718158230334
1/4/2021,728,600.30526564,664,0.8245951451098902,0.9120879120879121,0.7389211222222222,0.3360629076793626,22.233528357037038,79.2483102290635,24.59259259259259,87.2416005475419
1/4/2022,12,8.9372927,12,0.7447743916666667,1.0,0.7598320333333334,0.10219960024003677,2.979097566666667,0.448113573958615,4.0,1.0
1/4/2023,87,47.167783820000004,59,0.5421584347126437,0.6781609195402298,0.8123195578571429,0.24136909731713183,3.369127415714286,4.887846880951416,4.214285714285714,6.919076988560423
1/5/2021,3,2.42549688,3,0.80849896,1.0,0.54321158,0.47081675440549603,0.80849896,0.7961630571337235,1.0,1.0
1/6/2021,1363,1047.61060454,1328,0.7686064596771827,0.9743213499633162,0.7056803755172413,0.2724085342348916,36.12450360482758,79.80722486375834,45.793103448275865,94.27860661372033
1/6/2022,1519,477.6861665,597,0.3144741056616195,0.39302172481895986,0.6695060425925926,0.3388094810705953,17.69208024074074,53.877858216960675,22.11111111111111,62.6966649421785
1/7/2021,2101,1641.6013549499999,1917,0.7813428628986197,0.9124226558781533,0.7668388741935485,0.23091233852765294,52.95488241774193,125.98133396571875,61.83870967741935,138.25606599692557
1/7/2022,14,6.61880055,9,0.4727714678571428,0.6428571428571429,0.49813447666666666,0.4442326231542925,2.20626685,1.913482505558702,3.0,2.6457513110645907
1/8/2021,1429,1096.9302415,1369,0.7676208827851644,0.9580125962211337,0.6629486841818182,0.40073129584111716,19.94418620909091,54.10858756152159,24.89090909090909,62.59294503118356
1/8/2023,1855,545.9485104400001,746,0.29431186546630733,0.4021563342318059,0.6022322733333334,0.34535654107953173,36.39656736266667,72.34206633431809,49.733333333333334,99.43660339753212
1/9/2021,763,263.16236965,300,0.34490480950196595,0.3931847968545216,0.7299151568571429,0.41191256798802667,7.518924847142857,15.75296203852358,8.571428571428571,17.578873875271107
1/9/2023,35,29.00054401,35,0.8285869717142856,1.0,0.8235317753333333,0.09398903467603192,1.9333696006666665,0.6044198427903033,2.3333333333333335,0.6172133998483678
10/1/2024,5,4.638633,5,0.9277266,1.0,0.9277266,0.0,4.638633,0.0,5.0,0.0
10/11/2021,2051,1558.53428792,2038,0.7598899502291565,0.9936616284739151,0.7710088810714285,0.19641855343452302,55.661938854285715,134.86582791687502,72.78571428571429,182.96961033701282
10/13/2021,2511,1711.96576349,2383,0.6817864450378335,0.9490242931103147,0.4992563203225806,0.6357251839236352,55.224702048064515,140.02441318079593,76.87096774193549,201.62948559763177
10/14/2021,5,4.573891,5,0.9147782,1.0,0.9147782,0.0,4.573891,0.0,5.0,0.0
10/16/2021,686,521.66764699,621,0.760448465,0.9052478134110787,0.7725850976666667,0.23857467246108385,17.388921566333334,52.15755361503883,20.7,60.734668847372504
10/17/2021,2151,1515.17653144,2101,0.70440563990702,0.9767549976754998,0.6018300271428572,0.33235877372303196,72.15126340190476,177.9092513314518,100.04761904761905,264.7084200002857
10/18/2021,22,12.90379439,13,0.5865361086363636,0.5909090909090909,0.5727579985714285,0.6046301312597631,1.8433991985714286,2.484975917887351,1.8571428571428572,3.023715784073818
10/19/2021,3143,230.81919848999996,316,0.07343913410435889,0.10054088450524976,0.6358543122222222,0.426911039912841,8.548859203333333,70.08918028188072,11.703703703703704,86.76839854321956
10/20/2020,807,421.16356662000004,499,0.521887938810409,0.6183395291201983,0.597958775862069,0.4180260460208388,14.522881607586209,49.19615776800747,17.20689655172414,56.616112869510935
10/20/2021,3835,2889.45708787,3499,0.7534438299530639,0.9123859191655802,0.655115443,0.4714840754944089,57.7891417574,129.3420898692286,69.98,153.85966173823502
10/21/2020,3,2.3633117099999996,3,0.7877705699999998,1.0,0.78777057,0.0,2.3633117099999996,0.0,3.0,0.0
10/21/2021,90,67.37445939,80,0.7486051043333333,0.8888888888888888,0.6436808900000001,0.4712223307533362,4.491630626,4.814896500984798,5.333333333333333,5.472876844254853
10/22/2021,425,194.56831351,237,0.4578077964941176,0.5576470588235294,0.71704000625,0.29449179265504793,12.160519594375,17.999859138122844,14.8125,22.301625501294744
10/23/2021,939,666.13222266,778,0.7094059879233227,0.8285410010649628,0.6515698314634146,0.45903083740994594,16.24712738195122,52.17166386080647,18.975609756097562,59.96769455501773
10/24/2021,7,3.59375068,4,0.5133929542857143,0.5714285714285714,0.59619072,0.5163830688149073,1.1979168933333333,1.380571874169973,1.3333333333333333,1.5275252316519465
10/25/2021,1678,1324.16941369,1503,0.7891355266328963,0.8957091775923719,0.8013400923333334,0.23347581356464073,44.138980456333336,114.04445244283696,50.1,127.35081874288346
10/26/2024,1648,1411.38152928,1628,0.8564208308737864,0.9878640776699029,0.6989694051851851,0.41051986418032693,52.27338997333333,169.3981385646298,60.2962962962963,197.92885567504274
10/27/2021,1995,1554.0350112400001,1661,0.7789649179147871,0.8325814536340852,0.7699852013333334,0.3114586846876863,51.801167041333336,147.97827144749598,55.36666666666667,164.05959458292176
10/27/2022,2311,1898.7576070799998,2299,0.8216173115880571,0.9948074426655128,0.7599390639999999,0.37959145801212774,63.291920235999996,167.4398468131662,76.63333333333334,210.6396634446892
10/27/2024,7,5.83397438,7,0.8334249114285714,1.0,0.8420930233333334,0.05554609524444033,1.9446581266666667,0.3479237565774159,2.3333333333333335,0.5773502691896258
10/28/2021,1521,1117.0076475399999,1315,0.734390300815253,0.8645627876397107,0.7006873216666667,0.36602420713167083,37.23358825133333,73.80369003058813,43.833333333333336,81.98952133776244
10/28/2024,381,326.57868639,381,0.857161906535433,1.0,0.8166930013333332,0.11026046090640074,21.771912425999997,40.15642986943642,25.4,43.65416033192844
10/29/2022,5,4.53043955,5,0.9060879099999999,1.0,0.91057685,0.03174159914339539,2.265219775,0.564521067567997,2.5,0.7071067811865476
10/29/2024,978,731.18069312,954,0.7476285205725971,0.9754601226993865,0.7260184070454545,0.2641245897978906,16.617743025454544,46.91307556283781,21.681818181818183,56.898838312117554
10/30/2024,2,1.614605,2,0.8073025,1.0,0.8073025,0.0,1.614605,0.0,2.0,0.0
10/5/2021,1829,1505.36052853,1794,0.823051136429743,0.9808638600328048,0.77603216875,0.22576155089846822,31.361677677708332,68.17105325602319,37.375,82.14171070958939
10/6/2021,26,18.921055199999998,22,0.7277328923076922,0.8461538461538461,0.682389055,0.366428202552145,1.8921055199999999,1.8647652091846254,2.2,2.0976176963403033
10/6/2022,352,261.63860741,339,0.7432914983238637,0.9630681818181818,0.79395515125,0.20857837138061097,10.901608642083334,18.42008036356948,14.125,23.506358991631995
10/7/2021,7,5.72528329,7,0.8178976128571429,1.0,0.823282305,0.05330573260342695,2.862641645,0.395578436584397,3.5,0.7071067811865476
10/7/2022,18,14.100329859999999,16,0.7833516588888888,0.8888888888888888,0.6460467049999999,0.43203056103586357,3.5250824649999997,3.881250899626828,4.0,4.242640687119285
11/10/2021,6,5.4274284,6,0.9045714,1.0,0.9045714,0.0,5.4274284,0.0,6.0,0.0
11/10/2024,2106,1159.74537774,1317,0.5506863142165243,0.6253561253561254,0.687640201875,0.3429261163189474,36.242043054375,121.09514108042977,41.15625,132.9518732656246
11/11/2021,6327,1619.81078514,2201,0.25601561326695116,0.34787418997945313,0.62054935625,0.40701622214116856,40.4952696285,85.38803645061982,55.025,126.61884809264255
11/11/2024,5368,4237.45132861,5149,0.7893910820808495,0.9592026825633383,0.7433455873134328,0.3482396981338181,63.245542218059704,176.22326703803722,76.85074626865672,211.4737073514099
11/12/2020,2261,1766.79170559,2099,0.7814204801371075,0.9283502874834144,0.7426046269565217,0.31441295299060446,38.40851533891304,89.21404744901635,45.630434782608695,104.2192898962252
11/12/2021,50,18.70106364,23,0.3740212728,0.46,0.6458639715000001,0.4092348064964495,0.9350531820000001,1.3331643451075978,1.15,1.8715318802914818
11/12/2024,1481,1322.24521348,1464,0.8928056809453073,0.9885212694125591,0.7680974991836734,0.36441482178244866,26.98459619346939,84.96778340349385,29.877551020408163,91.94102109800727
11/13/2020,196,172.67936600000002,196,0.8810171734693878,1.0,0.8750927457142857,0.03543910999894756,12.33424042857143,6.826440171154655,14.0,7.696152885095854
11/13/2024,3121,2606.36932458,3025,0.835107120980455,0.9692406280038449,0.7749876727272726,0.3599895969610784,78.98088862363636,304.5791401853109,91.66666666666667,339.2181881424796
11/14/2024,3,2.554413,3,0.851471,1.0,0.851471,0.0,2.554413,0.0,3.0,0.0
11/15/2020,1834,1102.08776369,1304,0.6009202637350054,0.7110141766630316,0.7124183118518518,0.3166021043974018,40.818065321851854,94.89615715865408,48.2962962962963,107.65751065828897
11/15/2021,1348,941.19139155,1169,0.6982131984792285,0.8672106824925816,0.6564887535294117,0.4191731055159431,18.45473316764706,51.22378776879623,22.92156862745098,67.77339983717944
11/15/2024,408,288.70125533,384,0.7076011160049019,0.9411764705882353,0.6755874041379311,0.35936680294784246,9.955215701034483,28.24820870627558,13.241379310344827,37.25266545824395
11/16/2020,12,10.01415312,12,0.83451276,1.0,0.8577361566666667,0.08065634172382623,3.33805104,1.0835408408228973,4.0,1.7320508075688772
11/16/2021,591,197.09076341,199,0.33348690932318104,0.33671742808798644,0.5627749336111111,0.4279089640445019,5.474743428055556,15.024612964285705,5.527777777777778,24.826812822443298
11/16/2022,1441,850.85213247,995,0.5904594951214435,0.6904927133934767,0.6277580031034483,0.42307229230080784,29.33972870586207,59.7491485994877,34.310344827586206,66.31855129830129
11/16/2024,2,1.859867,2,0.9299335,1.0,0.9299335,0.0,1.859867,0.0,2.0,0.0
11/17/2020,3087,2457.63842424,3044,0.796125177920311,0.98607061872368,0.7315810810344828,0.27234107402687385,84.74615256,208.36265558700856,104.96551724137932,242.58348824368267
11/17/2021,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/17/2022,1204,969.95896079,1141,0.8056137548089701,0.9476744186046512,0.6733030696296296,0.37549333905424187,35.924405955185186,101.74857786401539,42.25925925925926,114.70584204577463
11/18/2020,68,62.49357488,68,0.91902316,1.0,0.91902316,0.0,62.49357488,0.0,68.0,0.0
11/18/2022,11,8.59590314,11,0.7814457400000001,1.0,0.78951182,0.1226183997670434,2.148975785,0.4150861256471779,2.75,0.5
11/19/2021,4643,2318.30439719,2809,0.499311737495154,0.6049967693301744,0.6854666026666667,0.3267986702876195,77.27681323966667,157.2412775910289,93.63333333333334,178.64422036904628
11/20/2020,517,452.15456542,507,0.8745736275048356,0.9806576402321083,0.8219872168965516,0.17661053830946097,15.59153673862069,47.013010202283716,17.482758620689655,52.33178540377538
11/20/2021,468,332.5607567,427,0.7105999074786326,0.9123931623931624,0.62819925,0.4352227327799583,83.140189175,90.24730710171937,106.75,118.76692861791676
11/21/2020,2,1.76088572,2,0.88044286,1.0,0.88044286,0.0,1.76088572,0.0,2.0,0.0
11/21/2021,1487,1295.62778107,1481,0.8713031479959651,0.995965030262273,0.8020332492307692,0.19557845998436188,49.83183773346154,90.74996021725529,56.96153846153846,97.07130606692414
11/22/2019,603,316.55243307,408,0.5249625755721393,0.6766169154228856,0.6943278975,0.39217656126332984,15.8276216535,39.04423497364476,20.4,64.49104384984093
11/22/2022,6780,4237.62041717,5711,0.6250177606445428,0.842330383480826,0.5925387696666667,0.3594057139591072,141.25401390566668,268.18671869298163,190.36666666666667,355.18304977937044
11/23/2019,24,19.74379556,24,0.8226581483333333,1.0,0.8567957979999999,0.10101420270091001,1.974379556,0.4183190588078513,2.4,0.9660917830792958
11/23/2020,1217,830.06393368,967,0.6820574639934265,0.7945768282662284,0.6869027746666667,0.40409367569427973,27.668797789333333,77.04860262606918,32.233333333333334,90.50383239488214
11/24/2020,2789,2184.0245955,2605,0.7830851902115453,0.9340265328074578,0.7336918633898305,0.38920660712931093,37.017366025423726,81.87646229880988,44.152542372881356,99.61993526421102
11/25/2020,4,-2.0416728,-4,-0.5104182,-1.0,-0.5104182,0.0,-2.0416728,0.0,-4.0,0.0
11/26/2020,509,414.20946697,464,0.8137710549508841,0.9115913555992141,0.8102482074999999,0.19550386703680311,17.258727790416668,52.595846739146936,19.333333333333332,57.87142169737462
11/26/2021,478,391.32724456,457,0.8186762438493724,0.9560669456066946,0.7446165489655172,0.35936494852640694,13.49404291586207,23.872110758820217,15.758620689655173,27.56894626258967
11/27/2020,17,7.6078712,9,0.44752183529411765,0.5294117647058824,0.5560390666666667,0.45620361325668896,1.2679785333333333,1.12347783836282,1.5,1.224744871391589
11/29/2021,882,622.99786295,742,0.7063467833900227,0.8412698412698413,0.640242035,0.36508714265621345,34.610992386111114,98.7097055070572,41.22222222222222,112.46937128447098
11/3/2020,610,487.99889779,605,0.7999981930983606,0.9918032786885246,0.7827989658333333,0.2514249478084189,20.333287407916668,45.41533131410481,25.208333333333332,58.972343677698454
11/3/2021,1307,1190.69228376,1307,0.911011693771997,1.0,0.8740721503846154,0.06896403213775143,45.79585706769231,132.73706158449136,50.26923076923077,142.6768538179358
11/30/2020,1595,1170.54731539,1371,0.7338854641943574,0.8595611285266458,0.6043072236666667,0.5620199050630477,39.018243846333334,82.69483569672008,45.7,98.79311367876218
11/30/2021,1765,1412.77381888,1731,0.8004384242946175,0.9807365439093484,0.718520267027027,0.3823411541713063,38.18307618594594,81.35928579940196,46.78378378378378,103.97679632578692
11/4/2020,18,11.98603245,15,0.6658906916666667,0.8333333333333334,0.6658906916666667,0.3444948151396134,1.9976720749999999,1.03348444541884,2.5,1.224744871391589
11/4/2021,860,636.89722851,730,0.7405781726860465,0.8488372093023255,0.7145043686666667,0.45676094953495233,21.229907617,67.11534240201154,24.333333333333332,74.20676302171468
11/5/2020,716,629.51267662,716,0.8792076489106145,1.0,0.8549359954166666,0.1309252887259861,26.229694859166667,44.28928756531582,29.833333333333332,49.17198448274195
11/5/2021,13,10.2630366,13,0.7894643538461538,1.0,0.7882364,0.1758022061265633,2.56575915,0.6822884997311253,3.25,0.5
11/6/2020,13,9.60696093,13,0.7389969946153846,1.0,0.7231243983333333,0.19882573886881075,1.6011601549999999,0.674939869537669,2.1666666666666665,0.4082482904638631
11/6/2021,1591,1206.21689231,1455,0.75815015230044,0.9145191703331238,0.64235592,0.3920622584301936,41.59368594172414,92.28298237428041,50.172413793103445,113.12637338251324
11/7/2021,2464,1958.99500446,2432,0.795046673887987,0.987012987012987,0.6916110110526316,0.3721601039630201,103.10500023473685,173.62209880848218,128.0,219.45310812715016
11/8/2021,160,108.36517495,132,0.6772823434374999,0.825,0.5134406699999999,0.5420653598284223,9.030431245833332,14.550665367821066,11.0,16.922282244532987
11/9/2021,1500,1056.50737158,1387,0.70433824772,0.9246666666666666,0.6902716603448277,0.3346920087699252,36.43128867517241,91.28111733389625,47.827586206896555,133.62342314064048
11/9/2024,1476,1156.47967559,1393,0.7835228154403794,0.9437669376693767,0.6773240285714286,0.36537156340971555,41.30284555678571,119.01143732988871,49.75,138.49578814293716
12/1/2021,34,20.903172520000002,22,0.614799191764706,0.6470588235294118,0.6191994516666667,0.5946288133729505,3.483862086666667,3.6352638508212993,3.6666666666666665,4.844240566555987
12/10/2021,24,20.21969926,24,0.8424874691666666,1.0,0.832690114,0.06663803227145498,4.043939851999999,2.595996722730293,4.8,2.863564212655271
12/11/2021,626,507.91586477,623,0.8113671961182108,0.9952076677316294,0.8006731746428571,0.20690475048601897,18.139852313214284,37.1235087873505,22.25,44.132481529208455
12/12/2019,1,0.65811574,1,0.65811574,1.0,0.65811574,0.0,0.65811574,0.0,1.0,0.0
12/12/2021,7900,5632.20478355,7818,0.7129373143734177,0.9896202531645569,0.7390646598387097,0.21887158283912467,90.84201263790322,216.50268922419124,126.09677419354838,332.8405175956767
12/12/2022,1309,1020.58836101,1306,0.7796702528724216,0.9977081741787625,0.7663895326923077,0.19158966041290534,39.25339850038461,56.449423493109975,50.23076923076923,72.52492409775148
12/13/2022,2515,1996.1877041999999,2408,0.7937128048508946,0.957455268389662,0.6768860851851852,0.3076250306567417,73.93287793333333,118.94896744006512,89.18518518518519,139.61596697232818
12/14/2021,3710,2967.61175932,3413,0.7998953529164421,0.9199460916442048,0.718763204,0.2425192685488549,98.92039197733334,382.063730593658,113.76666666666667,424.65277364091196
12/14/2022,1650,1258.29809912,1511,0.7626049085575758,0.9157575757575758,0.7073607994594594,0.2995198582625234,34.008056732972975,90.08416782933197,40.83783783783784,111.25109575328374
12/15/2019,1,0.8414665,1,0.8414665,1.0,0.8414665,0.0,0.8414665,0.0,1.0,0.0
12/16/2020,4652,1977.6799024299999,2546,0.4251246565842648,0.5472914875322442,0.61643321,0.4821161765913359,42.078295796382974,152.2826311695429,54.170212765957444,173.2029871151359
12/17/2020,50,42.21592971,50,0.8443185942,1.0,0.8394452676923077,0.10957230808385628,3.2473792084615383,1.4206715246677886,3.8461538461538463,1.5730095277394138
12/18/2020,1285,1112.5866695,1268,0.8658262019455253,0.9867704280155642,0.7158018866666667,0.35100682046596177,37.086222316666664,111.09031267036184,42.266666666666666,121.24751923045777
12/19/2019,805,715.4861441999999,800,0.8888026636024844,0.9937888198757764,0.8537996821428572,0.17707823391923053,25.553076578571424,93.14018829906178,28.571428571428573,103.01687332896583
12/19/2020,463,320.62413345,360,0.6924927288336933,0.7775377969762419,0.7438774178571429,0.3772778122346181,11.450861908928571,39.353638075607776,12.857142857142858,44.72029474304436
12/2/2020,2140,1117.38716122,1086,0.5221435332803739,0.5074766355140187,0.6907134763636363,0.4086139663543505,50.79032551,232.75070382844288,49.36363636363637,274.5280878082806
12/20/2019,6,5.58625428,6,0.9310423800000001,1.0,0.9310423800000001,0.004475589945113277,2.79312714,0.013426769835339714,3.0,0.0
12/20/2020,4,0.19157040000000003,0,0.04789260000000001,0.0,0.04789260000000001,1.1940569974215134,0.09578520000000001,2.3881139948430268,0.0,2.8284271247461903
12/21/2020,530,467.61554257,530,0.8822934765471698,1.0,0.7912672478947368,0.11644388529181303,24.611344345789472,37.951917107435264,27.894736842105264,41.00934139767847
12/22/2020,89,72.51829662,83,0.8148123215730337,0.9325842696629213,0.7587647954545456,0.27891209819805973,6.59257242,9.545518080841488,7.545454545454546,10.462921545759926
12/23/2020,1942,1732.35517065,1939,0.8920469467816684,0.9984552008238929,0.8053215361538462,0.19741331522281752,66.629045025,193.01811759488942,74.57692307692308,209.9941281230355
12/24/2020,4133,-311.15193418999996,62,-0.07528476510766996,0.015001209774981853,0.5822290561764706,0.4855302267175228,-9.151527476176469,325.80700477666176,1.8235294117647058,370.5127872154969
12/26/2020,2245,1706.68393789,2223,0.7602155625345212,0.9902004454342984,0.64603320625,0.42840022513210707,53.3338730590625,146.86262302937635,69.46875,176.51409235068766
12/26/2022,358,217.92046885,301,0.6087163934357541,0.840782122905028,0.5528874928571429,0.3861674598485852,31.13149555,42.66762449523138,43.0,60.37659590713386
